Time(us),Time_Diff,Reading
14117087,11000,-158.01
14128087,11000,-155.57
14139087,11000,-147.93
14151087,12000,-155.40
14162087,11000,-148.62
14173087,11000,-154.53
14184087,11000,-127.07
14195087,11000,-112.47
14206087,11000,-114.90
14218087,12000,-141.67
14229087,11000,-140.45
14240087,11000,-135.58
14251087,11000,-148.62
14262087,11000,-115.94
14273087,11000,-140.45
14285087,12000,-143.93
14296087,11000,-142.54
14307087,11000,-120.11
14318087,11000,-116.64
14329087,11000,-119.25
14340087,11000,-103.43
14352087,12000,-133.85
14363087,11000,-123.94
14374087,11000,-103.25
14385087,11000,-92.65
14396087,11000,-88.13
14407087,11000,-87.61
14418087,11000,-104.47
14430087,12000,-118.20
14441087,11000,-111.42
14452087,11000,-116.64
14463087,11000,-138.19
14474087,11000,-155.23
14485087,11000,-163.05
14497087,12000,-143.41
14508087,11000,-111.94
14519087,11000,-109.34
14530087,11000,-132.11
14541087,11000,-133.50
14552087,11000,-126.02
14564087,12000,-134.54
14575087,11000,-137.32
14586087,11000,-152.97
14597087,11000,-179.91
14608087,11000,-169.31
14619087,11000,-174.00
14631087,12000,-182.34
14642087,11000,-168.96
14653087,11000,-192.95
14664087,11000,-183.39
14675087,11000,-173.83
14686087,11000,-187.91
14698087,12000,-173.48
14709087,11000,-182.17
14720087,11000,-197.64
14731087,11000,-190.51
14742087,11000,-166.18
14753087,11000,-164.61
14765087,12000,-178.52
14776087,11000,-182.52
14787087,11000,-184.78
14798087,11000,-203.72
14809087,11000,-194.16
14820087,11000,-172.96
14831087,11000,-152.45
14843087,12000,-148.97
14854087,11000,-138.19
14865087,11000,-149.49
14876087,11000,-165.31
14887087,11000,-150.53
14898087,11000,-141.15
14910087,12000,-142.02
14921087,11000,-129.67
14932087,11000,-149.66
14943087,11000,-156.97
14954087,11000,-123.94
14965087,11000,-100.82
14977087,12000,-117.33
14988087,11000,-126.72
14999087,11000,-131.07
15010087,11000,-117.33
15021087,11000,-117.85
15032087,11000,-93.52
15044087,12000,-107.60
15055087,11000,-95.60
15066087,11000,-93.52
15077087,11000,-118.38
15088087,11000,-118.38
15099087,11000,-123.94
15111087,12000,-123.59
15122087,11000,-117.68
15133087,11000,-103.60
15144087,11000,-95.26
15155087,11000,-80.31
15166087,11000,-83.78
15178087,12000,-106.03
15189087,11000,-96.82
15200087,11000,-89.52
15211087,11000,-132.63
15222087,11000,-159.75
15233087,11000,-140.80
15244087,11000,-138.71
15256087,12000,-158.36
15267087,11000,-172.26
15278087,11000,-175.91
15289087,11000,-151.92
15300087,11000,-155.23
15311087,11000,-168.61
15323087,12000,-164.79
15334087,11000,-165.83
15345087,11000,-173.48
15356087,11000,-195.38
15367087,11000,-200.77
15378087,11000,-178.52
15390087,12000,-175.57
15401087,11000,-188.95
15412087,11000,-171.74
15423087,11000,-183.73
15434087,11000,-186.34
15445087,11000,-178.87
15457087,12000,-175.74
15468087,11000,-212.24
15479087,11000,-224.06
15490087,11000,-200.94
15501087,11000,-186.52
15512087,11000,-175.91
15524087,12000,-170.70
15535087,11000,-182.34
15546087,11000,-184.78
15557087,11000,-191.21
15568087,11000,-179.56
15579087,11000,-171.22
15591087,12000,-172.78
15602087,11000,-175.04
15613087,11000,-176.61
15624087,11000,-176.96
15635087,11000,-155.23
15646087,11000,-122.72
15657087,11000,-104.30
15669087,12000,-128.28
15680087,11000,-136.63
15691087,11000,-125.33
15702087,11000,-113.51
15713087,11000,-101.34
15724087,11000,-99.95
15736087,12000,-82.57
15747087,11000,-83.44
15758087,11000,-64.66
15769087,11000,-75.79
15780087,11000,-78.57
15791087,11000,-83.26
15803087,12000,-124.46
15814087,11000,-123.76
15825087,11000,-108.47
15836087,11000,-88.83
15847087,11000,-89.52
15858087,11000,-105.69
15870087,12000,-92.82
15881087,11000,-111.08
15892087,11000,-81.87
15903087,11000,-90.74
15914087,11000,-109.68
15925087,11000,-107.95
15937087,12000,-128.46
15948087,11000,-147.23
15959087,11000,-124.11
15970087,11000,-132.11
15981087,11000,-131.41
15992087,11000,-114.03
16004087,12000,-137.84
16015087,11000,-151.92
16026087,11000,-131.93
16037087,11000,-144.10
16048087,11000,-141.49
16059087,11000,-129.67
16070087,11000,-140.10
16082087,12000,-136.45
16093087,11000,-169.65
16104087,11000,-185.13
16115087,11000,-183.56
16126087,11000,-200.77
16137087,11000,-185.13
16149087,12000,-159.23
16160087,11000,-184.08
16171087,11000,-205.64
16182087,11000,-183.56
16193087,11000,-188.25
16204087,11000,-195.03
16216087,12000,-175.91
16227087,11000,-175.22
16238087,11000,-193.30
16249087,11000,-199.90
16260087,11000,-164.27
16271087,11000,-170.87
16283087,12000,-172.61
16294087,11000,-171.74
16305087,11000,-155.75
16316087,11000,-162.35
16327087,11000,-154.01
16338087,11000,-122.72
16350087,12000,-124.11
16361087,11000,-122.03
16372087,11000,-130.37
16383087,11000,-127.76
16394087,11000,-111.94
16405087,11000,-110.03
16417087,12000,-131.59
16428087,11000,-128.11
16439087,11000,-121.33
16450087,11000,-110.73
16461087,11000,-128.63
16472087,11000,-101.69
16483087,11000,-73.88
16495087,12000,-88.83
16506087,11000,-133.50
16517087,11000,-127.76
16528087,11000,-100.47
16539087,11000,-100.47
16550087,11000,-73.35
16562087,12000,-96.13
16573087,11000,-109.51
16584087,11000,-115.07
16595087,11000,-123.42
16606087,11000,-130.37
16617087,11000,-134.54
16629087,12000,-114.90
16640087,11000,-115.59
16651087,11000,-127.76
16662087,11000,-134.37
16673087,11000,-113.68
16684087,11000,-109.34
16696087,12000,-112.47
16707087,11000,-138.02
16718087,11000,-118.72
16729087,11000,-150.88
16740087,11000,-183.91
16751087,11000,-163.74
16763087,12000,-152.79
16774087,11000,-178.00
16785087,11000,-180.95
16796087,11000,-171.57
16807087,11000,-160.96
16818087,11000,-147.41
16830087,12000,-160.09
16841087,11000,-186.86
16852087,11000,-153.14
16863087,11000,-137.32
16874087,11000,-148.80
16885087,11000,-152.97
16896087,11000,-157.14
16908087,12000,-129.15
16919087,11000,-159.40
16930087,11000,-181.30
16941087,11000,-114.03
16952087,11000,-104.47
16963087,11000,-136.45
16975087,12000,-122.90
16986087,11000,-119.42
16997087,11000,-104.12
17008087,11000,-95.26
17019087,11000,-107.77
17030087,11000,-118.38
17042087,12000,-119.77
17053087,11000,-146.71
17064087,11000,-139.76
17075087,11000,-133.85
17086087,11000,-125.85
17097087,11000,-133.50
17109087,12000,-111.42
17120087,11000,-129.33
17131087,11000,-123.76
17142087,11000,-115.59
17153087,11000,-117.51
17164087,11000,-110.21
17176087,12000,-107.08
17187087,11000,-111.42
17198087,11000,-130.89
17209087,11000,-117.51
17220087,11000,-102.04
17231087,11000,-104.12
17243087,12000,-100.99
17254087,11000,538.34
17265087,11000,1809.88
17276087,11000,731.12
17287087,11000,381.20
17298087,11000,717.04
17309087,11000,711.65
17321087,12000,422.40
17332087,11000,441.00
17343087,11000,728.33
17354087,11000,757.36
17365087,11000,733.38
17376087,11000,816.46
17388087,12000,784.65
17399087,11000,766.58
17410087,11000,784.13
17421087,11000,800.65
17432087,11000,835.41
17443087,11000,827.42
17455087,12000,817.33
17466087,11000,810.21
17477087,11000,830.89
17488087,11000,869.31
17499087,11000,903.73
17510087,11000,915.55
17522087,12000,892.60
17533087,11000,899.38
17544087,11000,927.54
17555087,11000,940.23
17566087,11000,885.65
17577087,11000,879.56
17589087,12000,896.60
17600087,11000,937.62
17611087,11000,930.49
17622087,11000,920.24
17633087,11000,935.19
17644087,11000,928.06
17656087,12000,939.53
17667087,11000,941.79
17678087,11000,938.32
17689087,11000,948.75
17700087,11000,906.68
17711087,11000,909.64
17722087,11000,950.83
17734087,12000,952.05
17745087,11000,920.59
17756087,11000,911.72
17767087,11000,927.02
17778087,11000,934.49
17789087,11000,924.06
17801087,12000,931.71
17812087,11000,937.62
17823087,11000,938.14
17834087,11000,936.06
17845087,11000,904.94
17856087,11000,907.90
17868087,12000,916.24
17879087,11000,931.89
17890087,11000,929.28
17901087,11000,915.20
17912087,11000,944.23
17923087,11000,932.93
17935087,12000,943.88
17946087,11000,946.14
17957087,11000,921.11
17968087,11000,928.23
17979087,11000,881.30
17990087,11000,846.01
18002087,12000,857.14
18013087,11000,891.38
18024087,11000,903.20
18035087,11000,895.56
18046087,11000,864.61
18057087,11000,849.49
18069087,12000,826.89
18080087,11000,839.76
18091087,11000,835.41
18102087,11000,822.37
18113087,11000,842.36
18124087,11000,828.28
18135087,11000,822.03
18147087,12000,825.50
18158087,11000,778.92
18169087,11000,787.78
18180087,11000,820.64
18191087,11000,825.33
18202087,11000,790.91
18214087,12000,789.35
18225087,11000,771.79
18236087,11000,781.70
18247087,11000,753.54
18258087,11000,752.32
18269087,11000,755.45
18281087,12000,719.30
18292087,11000,764.32
18303087,11000,797.34
18314087,11000,788.48
18325087,11000,781.35
18336087,11000,789.87
18348087,12000,780.48
18359087,11000,763.79
18370087,11000,758.58
18381087,11000,739.46
18392087,11000,742.94
18403087,11000,774.75
18415087,12000,791.61
18426087,11000,796.82
18437087,11000,775.44
18448087,11000,773.36
18459087,11000,777.35
18470087,11000,784.13
18482087,12000,785.52
18493087,11000,797.17
18504087,11000,811.25
18515087,11000,839.24
18526087,11000,866.35
18537087,11000,866.53
18548087,11000,893.12
18560087,12000,899.55
18571087,11000,920.59
18582087,11000,923.89
18593087,11000,908.59
18604087,11000,899.21
18615087,11000,895.38
18627087,12000,876.61
18638087,11000,877.65
18649087,11000,879.04
18660087,11000,836.98
18671087,11000,813.86
18682087,11000,796.30
18694087,12000,763.10
18705087,11000,754.76
18716087,11000,730.77
18727087,11000,687.83
18738087,11000,681.23
18749087,11000,674.62
18761087,12000,626.30
18772087,11000,605.96
18783087,11000,637.25
18794087,11000,648.20
18805087,11000,641.42
18816087,11000,651.33
18828087,12000,656.54
18839087,11000,628.91
18850087,11000,631.86
18861087,11000,650.46
18872087,11000,658.46
18883087,11000,682.44
18895087,12000,697.22
18906087,11000,687.83
18917087,11000,660.37
18928087,11000,686.27
18939087,11000,703.82
18950087,11000,714.60
18961087,11000,711.30
18973087,12000,698.78
18984087,11000,690.44
18995087,11000,707.13
19006087,11000,709.56
19017087,11000,713.38
19028087,11000,686.62
19040087,12000,706.08
19051087,11000,718.77
19062087,11000,705.39
19073087,11000,682.97
19084087,11000,659.15
19095087,11000,646.11
19107087,12000,593.44
19118087,11000,547.38
19129087,11000,465.33
19140087,11000,393.37
19151087,11000,339.14
19162087,11000,290.81
19174087,12000,241.10
19185087,11000,183.73
19196087,11000,115.42
19207087,11000,39.46
19218087,11000,-12.17
19229087,11000,-45.37
19241087,12000,-64.14
19252087,11000,-93.00
19263087,11000,-95.60
19274087,11000,-109.34
19285087,11000,-113.86
19296087,11000,-99.78
19307087,11000,-144.28
19319087,12000,-138.02
19330087,11000,-106.38
19341087,11000,-108.12
19352087,11000,-104.64
19363087,11000,-86.57
19374087,11000,-72.49
19386087,12000,-83.26
19397087,11000,-105.51
19408087,11000,-109.68
19419087,11000,-82.05
19430087,11000,-78.74
19441087,11000,-68.84
19453087,12000,-80.48
19464087,11000,-75.09
19475087,11000,-79.26
19486087,11000,-67.27
19497087,11000,-77.35
19508087,11000,-91.78
19520087,12000,-99.60
19531087,11000,-116.99
19542087,11000,-114.20
19553087,11000,-67.79
19564087,11000,-47.63
19575087,11000,-79.79
19587087,12000,-88.48
19598087,11000,-85.70
19609087,11000,-75.61
19620087,11000,-81.18
19631087,11000,-61.01
19642087,11000,-56.15
19654087,12000,-72.31
19665087,11000,-95.60
19676087,11000,-99.43
19687087,11000,-95.43
19698087,11000,-102.56
19709087,11000,-88.48
19720087,11000,-89.69
19732087,12000,-109.86
19743087,11000,-120.29
19754087,11000,-119.25
19765087,11000,-101.17
19776087,11000,-70.23
19787087,11000,-73.70
19799087,12000,-80.48
19810087,11000,-97.86
19821087,11000,-82.39
19832087,11000,-96.30
19843087,11000,-122.20
19854087,11000,-91.61
19866087,12000,-89.69
19877087,11000,-100.47
19888087,11000,-90.74
19899087,11000,-103.77
19910087,11000,-105.51
19921087,11000,-99.26
19933087,12000,17.21
19944087,11000,809.86
19955087,11000,898.86
19966087,11000,157.14
19977087,11000,120.46
19988087,11000,312.89
20000087,12000,392.50
20011087,11000,360.34
20022087,11000,425.88
20033087,11000,584.41
20044087,11000,604.05
20055087,11000,605.96
20067087,12000,716.51
20078087,11000,786.57
20089087,11000,781.53
20100087,11000,804.64
20111087,11000,834.54
20122087,11000,825.16
20133087,11000,834.02
20145087,12000,817.33
20156087,11000,808.12
20167087,11000,842.89
20178087,11000,872.61
20189087,11000,898.51
20200087,11000,923.02
20212087,12000,896.42
20223087,11000,903.20
20234087,11000,916.59
20245087,11000,935.01
20256087,11000,927.02
20267087,11000,917.63
20279087,12000,906.85
20290087,11000,930.49
20301087,11000,909.29
20312087,11000,939.19
20323087,11000,956.22
20334087,11000,932.93
20346087,12000,940.92
20357087,11000,916.07
20368087,11000,910.85
20379087,11000,936.06
20390087,11000,927.37
20401087,11000,916.07
20413087,12000,920.06
20424087,11000,912.59
20435087,11000,922.67
20446087,11000,902.33
20457087,11000,901.47
20468087,11000,915.89
20480087,12000,910.33
20491087,11000,912.42
20502087,11000,890.34
20513087,11000,908.59
20524087,11000,910.50
20535087,11000,896.77
20546087,11000,911.37
20558087,12000,933.97
20569087,11000,948.92
20580087,11000,958.65
20591087,11000,942.66
20602087,11000,969.43
20613087,11000,978.64
20625087,12000,932.75
20636087,11000,923.37
20647087,11000,923.72
20658087,11000,936.93
20669087,11000,949.27
20680087,11000,926.84
20692087,12000,934.32
20703087,11000,976.21
20714087,11000,948.75
20725087,11000,955.70
20736087,11000,948.22
20747087,11000,955.18
20759087,12000,967.35
20770087,11000,938.84
20781087,11000,930.49
20792087,11000,936.58
20803087,11000,923.19
20814087,11000,972.73
20826087,12000,993.25
20837087,11000,959.00
20848087,11000,958.13
20859087,11000,952.74
20870087,11000,935.54
20881087,11000,966.65
20893087,12000,1010.45
20904087,11000,984.55
20915087,11000,947.18
20926087,11000,966.48
20937087,11000,1006.11
20948087,11000,1018.80
20959087,11000,984.90
20971087,12000,975.69
20982087,11000,930.49
20993087,11000,876.09
21004087,11000,842.89
21015087,11000,745.54
21026087,11000,597.09
21038087,12000,447.08
21049087,11000,326.10
21060087,11000,203.38
21071087,11000,153.32
21082087,11000,75.61
21093087,11000,-34.07
21105087,12000,-95.95
21116087,11000,-102.21
21127087,11000,-100.82
21138087,11000,-102.21
21149087,11000,-86.22
21160087,11000,-113.86
21172087,12000,-121.16
21183087,11000,-115.94
21194087,11000,-106.21
21205087,11000,-92.30
21216087,11000,-105.17
21227087,11000,-104.12
21239087,12000,-104.12
21250087,11000,-82.57
21261087,11000,-66.40
21272087,11000,-93.69
21283087,11000,-75.27
21294087,11000,-71.79
21306087,12000,-81.87
21317087,11000,-57.02
21328087,11000,-76.83
21339087,11000,-86.22
21350087,11000,-100.99
21361087,11000,-124.98
21373087,12000,-130.37
21384087,11000,-128.81
21395087,11000,-120.81
21406087,11000,-99.43
21417087,11000,-64.49
21428087,11000,-77.01
21439087,11000,-74.92
21451087,12000,-59.62
21462087,11000,-85.70
21473087,11000,-79.09
21484087,11000,-57.36
21495087,11000,-99.78
21506087,11000,-113.86
21518087,12000,-90.22
21529087,11000,-100.65
21540087,11000,-65.53
21551087,11000,-81.70
21562087,11000,-97.00
21573087,11000,-108.64
21585087,12000,-101.86
21596087,11000,-98.04
21607087,11000,-94.74
21618087,11000,-124.11
21629087,11000,-108.99
21640087,11000,-100.30
21652087,12000,-104.12
21663087,11000,-85.87
21674087,11000,-96.30
21685087,11000,-101.51
21696087,11000,-109.34
21707087,11000,-98.39
21719087,12000,-83.78
21730087,11000,-97.69
21741087,11000,-85.52
21752087,11000,-94.91
21763087,11000,-116.29
21774087,11000,-123.24
21786087,12000,-95.43
21797087,11000,-90.04
21808087,11000,-107.77
21819087,11000,-100.30
21830087,11000,-109.68
21841087,11000,-117.16
21852087,11000,-100.12
21864087,12000,-83.09
21875087,11000,-101.86
21886087,11000,-122.20
21897087,11000,-131.59
21908087,11000,-101.34
21919087,11000,-112.12
21931087,12000,-109.34
21942087,11000,-140.28
21953087,11000,-118.55
21964087,11000,-102.56
21975087,11000,-105.51
21986087,11000,-107.08
21998087,12000,-113.68
22009087,11000,-104.12
22020087,11000,-96.47
22031087,11000,-103.08
22042087,11000,-131.07
22053087,11000,-104.30
22065087,12000,-84.65
22076087,11000,-123.94
22087087,11000,-95.26
22098087,11000,-83.26
22109087,11000,-89.17
22120087,11000,-72.49
22132087,12000,-69.88
22143087,11000,-69.88
22154087,11000,-66.58
22165087,11000,-66.23
22176087,11000,-61.19
22187087,11000,-58.41
22199087,12000,-65.36
22210087,11000,646.29
22221087,11000,1711.32
22232087,11000,740.85
22243087,11000,271.00
22254087,11000,557.98
22265087,11000,862.18
22277087,12000,629.25
22288087,11000,348.52
22299087,11000,502.36
22310087,11000,784.65
22321087,11000,784.83
22332087,11000,690.79
22344087,12000,797.52
22355087,11000,914.50
22366087,11000,868.96
22377087,11000,845.84
22388087,11000,950.83
22399087,11000,981.77
22411087,12000,929.97
22422087,11000,941.45
22433087,11000,976.21
22444087,11000,994.46
22455087,11000,989.42
22466087,11000,1016.36
22478087,12000,1024.36
22489087,11000,1004.72
22500087,11000,1009.06
22511087,11000,1020.02
22522087,11000,1025.58
22533087,11000,1027.66
22545087,12000,1013.58
22556087,11000,1006.98
22567087,11000,1025.58
22578087,11000,1031.66
22589087,11000,1036.53
22600087,11000,1015.84
22611087,11000,997.94
22623087,12000,1013.41
22634087,11000,1043.13
22645087,11000,1048.70
22656087,11000,1029.40
22667087,11000,1042.44
22678087,11000,1049.91
22690087,12000,1073.38
22701087,11000,1104.32
22712087,11000,1120.31
22723087,11000,1110.41
22734087,11000,1112.14
22745087,11000,1129.53
22757087,12000,1175.24
22768087,11000,1205.84
22779087,11000,1211.05
22790087,11000,1240.08
22801087,11000,1276.24
22812087,11000,1321.26
22824087,12000,1365.76
22835087,11000,1405.56
22846087,11000,1504.47
22857087,11000,1543.41
22868087,11000,1574.70
22879087,11000,1615.20
22891087,12000,1693.94
22902087,11000,1773.73
22913087,11000,1855.95
22924087,11000,1910.01
22935087,11000,1948.95
22946087,11000,2022.30
22958087,12000,2086.44
22969087,11000,2163.80
22980087,11000,2226.55
22991087,11000,2299.03
23002087,11000,2341.79
23013087,11000,2384.03
23024087,11000,2427.32
23036087,12000,2479.12
23047087,11000,2552.12
23058087,11000,2611.75
23069087,11000,2700.75
23080087,11000,2779.84
23091087,11000,2868.14
23103087,12000,2905.86
23114087,11000,2952.79
23125087,11000,2994.51
23136087,11000,3020.76
23147087,11000,3005.99
23158087,11000,2986.69
23170087,12000,2948.10
23181087,11000,2928.81
23192087,11000,2859.45
23203087,11000,2790.27
23214087,11000,2707.35
23225087,11000,2556.64
23237087,12000,2443.31
23248087,11000,2268.61
23259087,11000,2063.67
23270087,11000,1883.93
23281087,11000,1748.18
23292087,11000,1620.93
23304087,12000,1494.39
23315087,11000,1413.21
23326087,11000,1308.39
23337087,11000,1145.87
23348087,11000,1046.26
23359087,11000,977.60
23371087,12000,928.58
23382087,11000,878.35
23393087,11000,813.34
23404087,11000,782.74
23415087,11000,777.01
23426087,11000,758.93
23438087,12000,737.37
23449087,11000,741.54
23460087,11000,721.90
23471087,11000,690.61
23482087,11000,698.78
23493087,11000,670.10
23504087,11000,659.85
23516087,12000,633.95
23527087,11000,599.53
23538087,11000,594.66
23549087,11000,568.24
23560087,11000,517.13
23571087,11000,498.54
23583087,12000,496.80
23594087,11000,506.70
23605087,11000,503.75
23616087,11000,455.43
23627087,11000,453.17
23638087,11000,463.60
23650087,12000,460.64
23661087,11000,430.40
23672087,11000,420.66
23683087,11000,439.43
23694087,11000,470.38
23705087,11000,476.11
23717087,12000,518.35
23728087,11000,536.95
23739087,11000,552.25
23750087,11000,583.88
23761087,11000,598.31
23772087,11000,592.05
23784087,12000,596.23
23795087,11000,599.18
23806087,11000,605.44
23817087,11000,612.39
23828087,11000,597.27
23839087,11000,650.81
23851087,12000,674.27
23862087,11000,689.22
23873087,11000,729.20
23884087,11000,752.32
23895087,11000,738.94
23906087,11000,797.52
23917087,11000,805.17
23929087,12000,817.33
23940087,11000,893.82
23951087,11000,920.59
23962087,11000,971.52
23973087,11000,1034.62
23984087,11000,1056.87
23996087,12000,1051.83
24007087,11000,1062.60
24018087,11000,1068.17
24029087,11000,1057.74
24040087,11000,1065.91
24051087,11000,1079.29
24063087,12000,1091.81
24074087,11000,1087.11
24085087,11000,1088.50
24096087,11000,1096.33
24107087,11000,1121.18
24118087,11000,1110.41
24130087,12000,1115.27
24141087,11000,1106.06
24152087,11000,1089.89
24163087,11000,1097.89
24174087,11000,1064.17
24185087,11000,1088.33
24197087,12000,1069.73
24208087,11000,1041.40
24219087,11000,1025.23
24230087,11000,1004.37
24241087,11000,966.48
24252087,11000,935.88
24264087,12000,920.24
24275087,11000,891.04
24286087,11000,877.83
24297087,11000,850.71
24308087,11000,864.79
24319087,11000,875.04
24330087,11000,859.57
24342087,12000,844.10
24353087,11000,861.14
24364087,11000,875.04
24375087,11000,861.66
24386087,11000,827.94
24397087,11000,853.32
24409087,12000,870.35
24420087,11000,875.04
24431087,11000,845.15
24442087,11000,849.32
24453087,11000,858.01
24464087,11000,881.65
24476087,12000,907.55
24487087,11000,901.64
24498087,11000,903.38
24509087,11000,895.56
24520087,11000,891.91
24531087,11000,916.24
24543087,12000,915.37
24554087,11000,913.46
24565087,11000,966.65
24576087,11000,967.35
24587087,11000,946.14
24598087,11000,951.88
24610087,12000,976.56
24621087,11000,960.74
24632087,11000,954.13
24643087,11000,931.19
24654087,11000,897.47
24665087,11000,913.81
24677087,12000,887.91
24688087,11000,922.50
24699087,11000,958.48
24710087,11000,926.50
24721087,11000,885.82
24732087,11000,869.48
24743087,11000,868.44
24755087,12000,860.79
24766087,11000,862.88
24777087,11000,868.26
24788087,11000,840.10
24799087,11000,859.75
24810087,11000,847.75
24822087,12000,831.59
24833087,11000,808.12
24844087,11000,804.99
24855087,11000,814.55
24866087,11000,828.46
24877087,11000,829.33
24889087,12000,813.86
24900087,11000,796.30
24911087,11000,775.61
24922087,11000,769.53
24933087,11000,778.57
24944087,11000,757.54
24956087,12000,774.40
24967087,11000,785.18
24978087,11000,779.79
24989087,11000,781.00
25000087,11000,773.36
25011087,11000,763.45
25023087,12000,764.32
25034087,11000,804.47
25045087,11000,802.21
25056087,11000,770.57
25067087,11000,747.11
25078087,11000,754.23
25090087,12000,776.48
25101087,11000,792.30
25112087,11000,795.26
25123087,11000,770.75
25134087,11000,733.72
25145087,11000,714.25
25156087,11000,730.59
25168087,12000,763.10
25179087,11000,770.40
25190087,11000,722.42
25201087,11000,717.90
25212087,11000,721.73
25223087,11000,718.95
25235087,12000,694.79
25246087,11000,679.14
25257087,11000,674.80
25268087,11000,693.74
25279087,11000,676.71
25290087,11000,669.06
25302087,12000,645.24
25313087,11000,649.24
25324087,11000,641.25
25335087,11000,632.21
25346087,11000,635.68
25357087,11000,619.87
25369087,12000,619.00
25380087,11000,627.34
25391087,11000,637.25
25402087,11000,644.55
25413087,11000,641.77
25424087,11000,637.08
25436087,12000,636.73
25447087,11000,642.46
25458087,11000,637.77
25469087,11000,640.38
25480087,11000,623.86
25491087,11000,670.28
25503087,12000,696.18
25514087,11000,682.97
25525087,11000,721.38
25536087,11000,738.24
25547087,11000,747.28
25558087,11000,710.95
25569087,11000,715.47
25581087,12000,729.03
25592087,11000,722.77
25603087,11000,737.72
25614087,11000,739.11
25625087,11000,754.23
25636087,11000,764.14
25648087,12000,774.75
25659087,11000,765.88
25670087,11000,753.71
25681087,11000,760.84
25692087,11000,772.66
25703087,11000,771.27
25715087,12000,801.34
25726087,11000,826.20
25737087,11000,820.11
25748087,11000,833.15
25759087,11000,824.98
25770087,11000,842.02
25782087,12000,836.63
25793087,11000,806.21
25804087,11000,828.11
25815087,11000,849.14
25826087,11000,840.97
25837087,11000,822.72
25849087,12000,805.51
25860087,11000,794.39
25871087,11000,808.47
25882087,11000,832.98
25893087,11000,826.55
25904087,11000,816.81
25916087,12000,793.52
25927087,11000,808.99
25938087,11000,792.13
25949087,11000,785.52
25960087,11000,782.39
25971087,11000,759.97
25982087,11000,747.98
25994087,12000,768.84
26005087,11000,750.24
26016087,11000,730.07
26027087,11000,751.63
26038087,11000,758.93
26049087,11000,746.06
26061087,12000,711.99
26072087,11000,705.04
26083087,11000,720.16
26094087,11000,727.12
26105087,11000,703.48
26116087,11000,721.90
26128087,12000,723.81
26139087,11000,692.53
26150087,11000,721.73
26161087,11000,742.24
26172087,11000,737.55
26183087,11000,717.90
26195087,12000,714.08
26206087,11000,705.39
26217087,11000,728.16
26228087,11000,733.90
26239087,11000,702.61
26250087,11000,715.64
26262087,12000,728.51
26273087,11000,734.07
26284087,11000,713.73
26295087,11000,739.46
26306087,11000,748.15
26317087,11000,732.68
26329087,12000,726.77
26340087,11000,732.33
26351087,11000,730.07
26362087,11000,729.03
26373087,11000,710.60
26384087,11000,706.43
26395087,11000,717.56
26407087,12000,704.52
26418087,11000,677.06
26429087,11000,693.39
26440087,11000,700.00
26451087,11000,710.95
26462087,11000,707.65
26474087,12000,715.12
26485087,11000,723.29
26496087,11000,705.91
26507087,11000,697.22
26518087,11000,711.30
26529087,11000,709.73
26541087,12000,683.31
26552087,11000,717.56
26563087,11000,740.33
26574087,11000,712.86
26585087,11000,705.56
2659